"","GSM445939","GSM445940","GSM445952","GSM445965","GSM445966","GSM445995","GSM446005","GSM446015","GSM446019","GSM446020","GSM446030","GSM446032","GSM446033","GSM446035","GSM446036","GSM446037","GSM446038","GSM446039","GSM446047","GSM446056","GSM446088","GSM446102","GSM446119","GSM446120","GSM446127","GSM446143","GSM446147","GSM445923","GSM446023","GSM446027","GSM446058","GSM446059","GSM446096","GSM446099","GSM446115","GSM446117","GSM446118","GSM446124","GSM446130","GSM446137","GSM446140","GSM446142","GSM446145","GSM446148","GSM446149","GSM446151","GSM445922","GSM445935","GSM445938","GSM445943","GSM445950","GSM445959","GSM445964","GSM445970","GSM445972","GSM445983","GSM445989","GSM445990","GSM446010","GSM446017","GSM446025","GSM446034","GSM446051","GSM446054","GSM446055","GSM446057","GSM446066","GSM446067","GSM446123","GSM446125","GSM446128","GSM446129","GSM446139","GSM446146"
"GGCT",8.749181106,7.525380516,9.173073397,9.097870963,8.424374385,8.154772096,7.329971305,8.70262593,8.601556515,8.574327741,9.077011807,9.146989172,9.531250949,8.10578557,8.263751508,8.160502779,8.062544556,8.108692944,8.864326521,9.399027216,8.960085783,8.295780196,8.454611805,9.071181943,8.579287622,8.886828082,8.148930334,8.615105186,7.438159946,8.293863585,7.333576989,7.899695266,7.763587416,7.7895368,8.408321472,8.816012808,8.459953499,8.42573389,7.894479007,8.57454797,8.418395645,7.228514781,8.424387676,7.828630631,8.480869015,6.857435014,9.69856523,9.008240176,9.174436773,8.593633911,8.285431045,8.597013202,8.623845876,9.835893244,8.93830734,7.64004168,8.617139656,8.222490817,7.769653269,8.688764725,8.645652339,8.655644153,8.653546295,8.653241763,8.833752643,8.967309509,8.075629918,8.31576659,8.376964214,8.481697304,8.704782395,7.543354072,8.764661285,9.20791112
"SRP19",8.111092719,7.058699755,8.418689267,8.427023611,8.393390649,8.537386337,7.099314951,8.498413656,8.578508586,8.006144663,9.410887268,9.028164308,8.855250262,8.952294035,9.152616608,9.318415786,8.136010669,8.752485706,9.143968318,8.724928244,8.634306499,8.519855561,8.078011484,8.609179685,8.674409464,8.622308604,9.036468829,9.082555266,8.317428487,9.02552916,8.784954567,8.466482537,8.561886211,8.856334772,8.314180946,9.043550111,8.504113949,8.693729994,8.492675574,8.637339577,8.672159992,7.171308712,8.618691985,9.021866484,8.75104869,7.449481769,9.278537591,8.092481858,8.789814903,9.238781285,8.082926211,8.722777267,9.032374137,9.043002242,9.343935547,8.467887433,7.921445073,9.169895832,7.987338257,8.138776851,7.483997471,9.219678568,8.631729206,8.542602019,8.970377251,8.873079534,8.644340168,8.87018923,8.276965049,8.093988789,8.627512597,8.654068866,8.177104734,8.774927671
"HIAT1",8.184091829,7.333609711,8.659608981,8.803457097,8.826001288,8.794464024,8.188884212,8.733938133,7.828742673,8.413813295,9.883071262,9.801561669,8.975814622,8.982273008,9.294469223,9.5018102,9.136254088,9.726395664,9.588979474,9.292166029,8.81654989,8.470404851,7.912254812,8.67531942,9.57308544,9.282285316,9.087414039,8.672803695,8.868377041,9.47664417,8.89495329,8.553661591,8.546002387,8.03473703,8.096029886,8.280000998,8.229466129,8.340804677,8.388752788,8.509727988,8.252692881,6.914318071,8.179046737,8.750018668,8.677994351,7.764744502,9.270195887,8.669139011,8.467286867,9.898159468,8.278281746,8.742690022,9.275958389,8.996782208,9.738551773,8.980078658,8.781969855,9.419485556,8.80632756,8.573537514,7.497971975,9.183834985,8.055766726,8.743679043,9.370196421,9.199717593,9.186742726,8.396843973,8.163670355,8.24675287,8.864723571,8.791539044,9.323971916,8.690706471
"ANXA2P2",9.970298862,9.256683642,10.41940184,9.862219934,10.81139426,10.23605473,9.591353099,9.676097681,10.81573303,9.220429077,9.312757861,10.06620127,10.06295088,9.062332483,8.917024527,9.603660083,10.2509336,10.61312871,9.652986901,10.30846198,9.958654668,10.00085253,8.805456373,9.764815408,9.494986396,9.268430794,10.34732627,11.53842005,10.00588004,9.764628719,10.051057,9.865422125,9.967245302,10.14257236,10.14274542,9.785177718,10.1547353,9.770244897,9.800227089,9.993384079,9.905795981,8.230205433,9.246687141,10.18907575,9.708447783,9.53327792,8.436371778,10.05967304,9.928461889,10.17915551,9.895832139,10.12236355,9.477570119,8.643162523,9.349253839,8.560303233,8.838384247,9.277068215,8.935672485,8.767665335,7.416438504,9.036103598,8.337101517,8.648914846,8.624596742,8.868571425,8.983343366,9.482223211,9.505465464,8.139481711,8.263404549,8.235311427,8.223432766,10.00993753
"PSMC5",8.823337596,7.317728989,8.700377789,8.59969493,8.35335635,8.03161414,7.470912747,8.46846471,8.604714245,7.976659983,8.385484117,8.365058769,8.594616759,8.071972283,8.063445144,8.139983696,7.772919628,8.193771222,8.328387021,8.703395912,8.599464867,8.471431674,8.224802764,8.545588768,8.466531315,8.26753518,8.799198317,8.882910517,7.977507993,8.608162675,7.775504387,8.052409004,8.133370866,8.330166355,8.10738939,8.514088602,8.243026222,8.317522475,8.530878762,8.268492694,8.457717461,7.232347683,7.952272237,8.457818504,8.397153987,7.672005611,9.230041656,8.494689649,8.630356619,8.491068437,8.230762092,8.693366856,8.28194238,9.237611856,8.401434344,8.155037469,8.233891995,8.232913873,8.038985896,8.476036679,7.947353124,8.083982772,8.431882191,8.462240772,8.423401491,8.745916486,8.051079414,8.264089843,8.170119673,8.723819587,8.755729798,9.062523398,8.711918191,8.642326134
"MXI1",7.584823279,6.976486325,8.316560275,8.40207608,8.414000216,8.284410146,8.666912433,8.038967408,7.56302548,7.486896804,9.167950346,8.454946403,8.682434028,7.72070077,9.548854279,7.913065007,8.194676159,8.952112568,8.471195118,7.911586081,8.185169067,7.951627291,7.7467399,8.073669207,8.394030385,7.954562868,8.263948592,8.23375581,8.277124946,9.385037834,8.228307003,8.429176179,7.903860856,8.060693457,7.923296075,8.099887538,8.715380723,7.418305769,9.825955135,7.066132146,8.943684548,6.218241863,8.563892799,8.510208153,7.459979545,7.256783484,8.096658181,8.252811921,8.223903753,8.194696435,8.956118506,9.13546732,8.412687392,9.084567393,8.579764273,8.727708909,10.43335,9.144105115,8.862708401,8.103851528,7.344397775,8.780905268,8.729621901,8.978994776,8.568081802,8.905242839,8.601417292,8.33209641,9.121997831,8.04082418,8.338956588,8.193412335,9.006811613,9.38989674
"IK",8.623831467,7.68052447,8.913694054,9.265508508,8.543157772,8.337331988,7.294827887,9.144753717,8.917532579,8.445082555,9.031083032,8.874226811,9.184829716,8.348734543,8.807456248,9.151801858,8.58174365,9.185431492,8.962402375,8.466713318,8.620256759,8.801679578,8.438731692,8.713476612,8.929979731,8.595101265,9.046461469,9.196232667,8.004643202,8.842428667,8.049994825,8.380747367,8.474436433,8.639061964,8.363662853,8.695034798,8.511622396,8.757866363,8.774044704,8.41931966,8.713202457,7.907331694,8.518797662,8.436831468,8.469549592,7.78808124,9.238700092,8.636709914,8.581929811,9.144661454,8.545138542,8.553864021,8.902623913,9.011033617,8.652128915,8.231999945,8.399020757,8.655751884,8.27925505,8.702365566,7.93952653,8.456032852,8.474280698,8.325182372,8.678011129,9.193834654,8.346423762,8.560485327,8.532809402,8.63189309,8.838293794,8.742171495,8.604438106,8.808754911
"MPP1",8.153324283,6.977226193,8.483357425,8.586927504,8.289295578,8.879827658,7.894038884,8.629942392,8.599080867,7.751606321,8.414949235,7.843616876,8.247372896,8.153516098,8.472970511,7.560954806,8.343327712,8.597944547,8.250470731,8.333607327,7.923720415,8.676230536,8.969561142,8.683809426,8.600306276,8.376407512,8.462097987,8.761770306,7.461562885,9.047659494,7.964451548,8.458977002,8.077822613,8.429825849,8.105696538,8.153823,8.207237425,8.525813904,9.97286697,8.470984377,9.390437128,7.288730168,9.046622055,7.676577022,7.822438769,6.969877928,9.044545226,8.350659834,8.494616019,9.205304216,8.629251551,9.266531306,8.002861725,8.536149804,8.547824542,7.773231671,9.517019494,9.157619423,8.627649227,8.890481519,7.677892948,8.24199551,8.701901289,8.727280139,8.119807301,9.112446826,8.556417738,9.372740179,8.926190039,9.459425961,9.161502501,9.417558513,9.391652726,9.421177013
"FUT4",7.842098022,7.386039044,8.392669753,8.794043482,8.858219945,7.836621345,7.321311135,8.576326277,7.628844474,8.244975941,8.666986075,9.523164956,8.819827568,8.336052999,8.015161316,7.849038475,8.341248097,8.081047856,8.438649366,9.087998594,8.50651081,7.719114331,7.943550226,8.236510619,8.868624229,9.178894159,8.321522985,8.557126148,7.988829011,7.720684686,8.327251139,8.284434548,7.925434863,7.766082623,7.831097131,7.765547517,7.894224802,8.179828473,7.315397468,8.297315888,8.038579471,6.834671665,8.191055615,7.820218708,7.842363837,7.82625858,8.933995088,8.570657727,8.500681704,8.794220887,8.09364577,9.2602256,7.892776792,8.789788718,8.892758402,7.068831592,7.692692943,8.169793851,8.903915016,8.545849196,6.857034251,7.517058865,8.344181601,8.726181261,9.078684693,8.428968364,9.471392484,8.167250497,7.555436672,8.244366582,8.191169351,9.391389488,8.573481224,8.566696119
"LEPROTL1",8.354150149,7.512838702,9.119456228,8.980061645,8.143557989,8.475296271,8.293109939,9.014440579,8.115315449,9.102582386,9.533226923,9.046298038,9.245332925,9.011773614,9.643964694,9.785573744,8.481258005,8.780623302,9.640444813,9.081451495,9.600154747,9.59139047,8.346675278,8.752753674,9.500894985,8.653810646,8.223816808,7.996615936,8.852280142,9.142835661,8.856908039,8.808749979,8.245600259,8.266122897,7.597913504,8.267967328,7.861537246,8.176109223,8.543610075,7.752603827,8.293288965,6.448080663,7.51141545,8.597895011,8.030498702,7.249269788,9.387859888,8.660416075,8.592260149,9.655693963,8.440815526,9.416255936,9.418943504,8.354869604,9.760377541,8.805422491,9.066080694,9.305337799,8.935443875,8.218444018,7.809068857,9.729272574,8.901663516,9.446362953,9.278914194,11.07852185,9.883522142,9.117941094,8.814340804,8.587731045,8.522477674,8.939814622,9.519124151,9.142286004
"RGS19",8.195119977,7.684057008,8.243626769,8.648209379,9.468914646,8.871322039,6.636402547,8.096318002,9.374716962,7.927418881,8.104916854,8.235923555,8.787556753,7.625129965,7.660174862,7.116352793,7.910639801,8.552144623,8.155266905,8.806473978,8.652136701,8.794283641,8.478500763,9.439393244,8.762374829,9.066947846,9.813656641,10.33500904,8.18359238,7.813332739,8.209097435,8.556731786,8.710378286,9.213268405,9.113619653,9.005029478,9.376489276,8.656518952,8.312254535,9.337388156,9.385115306,7.742257762,8.497329788,9.325979465,8.030806061,8.355095206,8.325554281,8.194670586,8.532236164,7.938786224,8.161594749,7.994127951,7.399027556,8.405077396,7.511430323,7.555266044,6.815607821,7.285879283,6.986409185,7.163710693,7.063532224,8.328924334,7.952897121,7.173377582,7.029508201,7.438341327,6.795189682,9.038574506,9.20411793,8.855232136,8.407229301,8.190139951,8.268081753,9.260178817
"CXCL8",6.023421887,6.726827117,8.534053327,9.809806851,9.219668849,11.59680988,12.00707282,9.076791046,10.28545726,10.62238744,11.61413437,10.38770612,12.56457721,11.74978538,9.788119798,7.487666109,13.69490677,12.53197172,11.44750792,12.16736902,11.28059276,10.5003553,10.8502555,12.47497193,10.36749606,10.90779694,11.65509948,6.184240436,7.09247266,9.882989523,11.52920669,11.14382542,9.728563153,10.08615902,9.532188618,7.658667707,10.02870371,5.855186034,7.267443904,8.148775121,9.709776008,6.142330857,6.934519697,11.22106987,10.16951714,7.352449721,12.06489971,11.83718411,11.55897506,10.25493993,9.837863341,8.264474145,9.719859407,7.310058054,10.32402983,8.802805413,10.46514034,12.32657177,10.29195007,12.08495147,8.307521338,10.84682778,10.04809308,11.01481009,12.54205695,12.80796574,11.73877921,10.94505007,12.51166909,9.038662373,10.19562159,10.88838528,11.38081822,11.29414566
"CD164",6.592900169,6.808236134,8.0050803,8.574136794,8.28685069,8.851656745,8.111354489,8.14937936,8.688919273,7.942279291,9.176975652,8.611478272,8.154598282,7.824550786,7.466947115,7.937894504,7.715609057,8.531306369,8.976029947,8.792214655,7.918982018,7.61865465,8.720394252,9.580623193,9.123026391,9.335841457,9.540660812,9.431580322,9.239731822,10.51317283,9.275813269,10.16302722,9.491919671,9.51536165,9.260599726,9.519111436,9.699913689,10.20430573,9.711413876,9.890801195,9.668277195,8.065029105,9.515138405,9.664563216,9.986368781,8.254137689,8.896928066,7.959340159,8.444771785,9.015076175,8.320607425,7.386758258,8.213637005,8.743680731,9.169813838,7.074765735,7.529245688,9.26284683,8.864543108,7.319428888,7.287875376,8.846668097,8.239802829,8.225987396,9.089479413,8.335888865,8.28030493,9.074494177,8.987709095,9.448517685,9.521679823,8.773006583,9.146181346,9.318322628
"HSBP1",8.397082033,7.843776949,9.068546789,9.092112841,8.813063669,8.781462137,6.999585993,8.707581719,9.829211306,8.377587569,8.442403629,8.056551632,9.35392206,7.970576793,7.883316598,8.761857412,8.868048786,8.531884499,8.636646601,9.058407676,8.606259914,8.655628666,8.770020721,9.234341007,8.617846521,9.004552391,9.109635706,9.619695292,7.484854611,8.083090584,8.354073155,8.711223032,8.771525265,9.49776386,8.950325302,9.033035098,9.034921141,9.041895033,8.576291329,9.355901905,9.050716885,7.782070936,8.787330013,9.025854227,8.604521595,7.626365969,9.803389288,9.422052678,9.670905021,8.57914626,9.2555466,9.030309634,8.50746636,9.356185064,8.622242748,7.624926818,7.968635269,7.680711252,7.858086625,8.736986173,8.414110926,8.491072113,9.3457618,8.300827303,8.434246027,9.555578836,7.983599743,9.172029147,8.851811568,9.03779229,8.970501446,8.243640578,8.490430621,9.267953456
"UBE2R2",9.037982065,8.128218537,9.12477887,9.005885085,9.07949545,9.387737406,8.168476809,8.950728986,8.765021556,8.653127925,9.310718957,9.312539978,9.309936189,8.860710359,9.697515277,9.46683739,8.788638299,9.600727497,9.528559725,9.278158302,8.844358567,9.369566325,9.14510426,9.424769629,9.220698865,9.202495985,9.802797479,9.312584541,8.459616573,9.030891238,8.384130553,9.12447041,8.494173916,8.654692222,8.799361953,9.269771926,9.0335654,8.78612787,8.846278625,9.029106453,9.029052446,8.005168821,8.692160809,8.694574623,9.000849097,7.903948263,9.353178264,8.422438948,8.714860183,8.48700998,8.796261282,9.009774578,8.700714852,9.24183853,8.336036766,8.861423119,8.454990089,9.210354545,8.638412968,8.460320104,7.858470139,8.848247743,9.200670541,8.999891375,8.897648984,9.613163784,8.803518122,9.472914763,9.091266793,9.040774382,9.247229036,9.935033486,9.515811784,9.602671975
"JOSD1",9.198098001,7.4366522,9.155682085,9.045656441,8.724538848,8.463257254,8.577281741,9.11849889,8.129393591,8.63462946,10.21167262,8.978696989,8.823309406,9.238428767,9.460011311,9.054018837,9.022366757,9.362738807,9.655646612,9.500937789,9.213262854,9.274293099,8.767508028,8.592798239,8.879386764,8.532292532,8.972959393,8.984198403,9.062097264,9.875965759,8.770450435,9.132724355,8.365466174,8.613463318,8.129814282,8.257106858,8.681385129,8.245130336,8.423547024,8.4577022,8.343739657,7.208626038,7.875875316,8.930993968,8.83990816,7.815041637,8.800541772,8.616545192,8.020501959,9.521776126,8.533121046,9.075455839,9.122175643,8.579158495,8.881200818,8.897920797,8.454638494,9.487634102,8.334997693,9.035296297,7.307704312,9.494785187,8.502309943,9.277591591,8.937971985,9.489781201,8.765192064,8.679623502,8.984824867,8.21823416,8.409143924,8.423024676,8.554866087,8.560266058
"UQCRQ",9.37496572,7.742958936,9.194841449,9.421467652,9.093427165,9.495119412,8.381778616,9.434086637,9.955559568,9.016145296,8.761324872,9.310547873,9.700125293,9.39437226,9.062239258,9.347778097,8.704937892,9.262771361,9.594084702,10.14309511,9.754818364,9.671707206,9.093156741,9.350986785,8.860467959,9.462416039,9.030578145,10.10254671,8.889398516,9.859322765,9.368000764,9.396388314,9.213130982,10.05917059,9.445281958,9.573606133,9.551736957,9.304616925,9.463051579,9.482302667,9.588487337,8.064516431,9.259720169,9.396452257,9.864503094,8.043370903,10.06631977,9.315683804,9.648653072,9.439892203,8.649257948,9.324243572,9.53841161,9.851253642,9.191496623,8.46607713,9.112184211,8.797479705,8.317145691,9.673702306,9.130027582,9.306352225,9.781750328,9.776600015,9.306593939,9.93533489,9.147095271,9.236619169,9.096107851,8.832830605,9.071542446,8.613266027,8.939241867,9.387834343
"MNDA",8.151356936,7.769236601,8.344458434,9.481640463,11.0118104,8.821457137,5.033769052,7.837542871,11.3928129,6.382617934,6.785424996,9.4647793,9.23880191,7.054765755,7.291785664,5.34826029,8.406092936,9.290193372,7.175811942,6.437467181,6.975004916,8.15044121,9.161525558,9.310023804,8.364278424,9.997504161,11.81384971,11.17931442,6.66653671,8.027782224,7.984103394,8.876585125,8.911767827,9.65105279,9.148012124,9.085218525,9.223730931,10.4253076,9.437766659,10.20157853,10.5985037,7.91154131,10.57175577,7.058240255,7.530005126,6.240190244,7.881872202,5.968294822,9.17597744,6.35374528,7.817199926,6.888557961,4.953228963,8.934828139,6.066626971,4.821184203,5.434894925,5.606892991,5.982083185,6.73746579,6.371733203,5.84881226,6.694987985,5.808111448,6.228547341,6.769689158,5.467012916,7.96119026,9.731591167,7.3449578,7.581708959,9.319838399,6.902421069,9.965633649
"UHRF1",8.373551012,7.728696173,8.297251779,8.577562495,7.896455387,7.089931607,5.903528462,8.277536403,8.188307524,7.423721218,7.45123206,7.254766223,8.355753668,7.065182452,6.528558021,7.575870668,6.162196364,7.518350055,7.510172989,8.214391809,7.015732223,8.150422653,9.631710062,9.649957947,8.38810131,7.884748726,8.06980118,9.814728059,7.550339313,8.347719123,7.948713205,6.845785753,8.73252929,9.081293525,9.071288259,9.627694135,9.134354358,9.825065987,8.218108519,10.27366299,9.255814464,8.876738554,8.931880972,9.094356162,9.558746823,7.468546274,9.62342167,6.898085477,9.428707773,6.992845986,7.237584553,8.585169374,7.968845299,10.29211333,7.588551032,6.888713417,7.253175849,7.113482641,7.474145345,7.805374627,7.110482617,6.516949982,9.380881736,7.81222171,7.730780283,8.01165145,7.605874289,8.117729897,8.386993343,9.768955199,9.862037387,8.122413541,8.566025535,9.483608854
"GNB2",8.232476787,7.121166107,8.279111156,8.565342643,8.792839647,9.848069316,7.618597187,8.280842837,8.337211607,8.162524956,7.611574475,7.948535628,7.852650068,8.268449505,7.512107489,7.285687354,8.215632688,8.735812158,8.963623287,8.867732102,9.019789511,9.233942264,8.630242302,8.949120716,9.875836555,9.341113195,9.482194161,9.360843903,8.932537231,8.940596481,8.365910391,8.817158024,8.220898658,9.263736116,8.33930196,8.349776934,8.520465867,8.621190471,9.017549585,8.74269995,9.333534988,7.682794785,8.335461763,8.790384187,8.995193496,8.041528754,7.705046158,7.891745963,7.660364366,8.245186426,7.835758069,8.228353792,7.979898607,8.162672804,7.899136041,8.375477102,7.239270496,8.552821778,7.39475342,7.808886536,7.192610098,8.146397932,8.233472727,8.654680341,8.184456527,8.37274682,8.319281685,9.241644169,8.793926731,9.259722642,8.618921297,8.244864197,8.672629721,8.783587125
"ARL6IP5",6.217721371,6.745965545,7.249714199,8.148161588,7.795724675,7.822497648,6.751937276,7.974420597,8.975278169,7.462393668,8.700930906,8.323671123,8.156210988,7.399174755,8.094189132,8.25618679,8.008862613,8.954780338,8.748151586,7.672444905,7.320689907,7.644362385,8.267880244,8.597253831,9.107973472,8.772422173,9.656955486,8.805480924,6.897390508,8.025079681,7.800898761,7.916549449,8.389765476,8.600554704,7.961487581,8.169783705,8.407847603,8.907732244,8.300426163,8.806201675,8.824280866,7.456658355,8.532500005,8.665866407,7.775880024,6.931250043,9.406442589,7.644722275,8.496670158,7.969407046,8.159014839,7.484469514,7.505088336,8.953374251,8.14249401,7.054602918,7.432491411,7.937006768,7.495552601,6.917755316,6.834476922,7.276830846,7.602714112,7.548044637,7.977450316,8.421258763,7.821164872,8.944901803,7.645160951,9.180982773,8.611164641,8.612416566,8.025729407,8.86854107
"BIRC2",7.60659532,7.072074112,8.183290416,8.466497332,8.555719265,7.897329071,7.786919376,7.788019722,8.217106559,7.570462418,9.405993751,9.206101172,8.612534036,8.058265906,9.386863232,8.920153547,8.396521143,8.872983718,8.421893244,8.432012404,7.848616483,8.450474308,7.823264033,8.281796856,7.978852189,7.439151909,9.149397529,8.970868358,8.070106612,8.718273729,8.05535551,8.289507333,8.188553547,8.273870704,8.200476634,8.254537549,7.968938336,8.285867198,8.598452205,8.596407712,8.456494718,6.757140001,8.371245516,8.94187937,7.458382302,6.802822693,8.978070059,7.883930898,8.414339966,9.373580648,8.414962466,8.372462096,8.483399359,8.81919974,8.642864683,7.172698518,8.454913737,8.728563466,8.350192479,8.091614318,7.054266412,8.871512577,7.487640688,8.049657328,8.458442724,7.959636173,8.10035591,8.264992195,7.530709493,8.084435009,8.273260669,8.189200952,8.174702074,8.769561056
"TRAPPC1",7.721443839,6.538855018,8.013033161,8.326997924,8.086239655,9.202468621,7.273058898,7.974820562,8.597566191,7.863254627,6.958591271,6.781526809,7.377090768,8.293950579,6.583948685,7.126225732,7.271161923,7.293668431,9.053460372,8.89152477,8.445235905,9.072434889,8.937236096,9.362483576,9.240007809,8.435858358,9.085666787,9.857593599,8.809017825,9.132790831,8.909305627,9.055722846,9.088889834,9.735912226,9.286332918,9.145419957,9.472178425,9.364239598,9.55045813,9.623035494,9.893405669,8.004193049,9.032147742,9.520168075,9.090338808,7.984822567,7.782481769,8.188227605,8.021277169,7.587725195,7.711061084,8.266459534,7.95312012,8.436747311,7.63613107,7.373308315,6.526318369,7.117548359,6.577443328,7.796642359,6.513519886,8.166258652,8.777302253,8.294364534,7.48755095,8.503898072,8.598634634,9.254439735,8.955433564,9.334454505,8.794114666,8.334174646,8.612265653,9.403370219
"CDC123",8.423537483,7.427998752,9.003427495,9.237261301,8.443999278,8.156121031,7.180617408,8.472885133,8.906543612,8.070716281,9.065559071,8.812036285,8.743083476,8.211167653,8.723069804,8.914857389,8.472652861,8.93080166,8.953577972,8.434786421,7.915730809,8.35869065,8.622454288,8.897601741,8.706245349,8.49877914,8.976919283,9.197708211,7.662071907,7.984166589,7.979595903,7.615767467,7.991614332,8.606125168,8.287249864,8.212963508,8.475968434,8.481256447,8.03558673,8.502297513,8.54868934,7.268626643,8.166667038,8.454692974,8.040834274,7.045745844,9.338321548,8.323297411,8.931106257,8.530487491,8.407032942,8.497167427,8.383518811,9.335299964,8.303878188,7.453362813,7.88984418,8.164053338,7.9048333,8.011500561,7.136589434,8.103873212,8.270601483,8.071674146,8.418307534,8.814067537,8.090062964,8.684193444,8.051872074,8.511038617,8.486678869,9.089033422,8.689312436,9.153036172
"SNW1",9.158435839,8.05056813,9.379316501,9.460586517,9.175886953,8.791381489,8.436154662,8.978622381,8.992075824,8.779837336,10.25602191,9.795796009,9.614300058,8.740676765,9.737262948,9.552540216,8.877523044,9.834525655,9.452037259,8.815815808,9.434822084,9.125862146,8.856719121,9.16478455,9.578517798,8.985268142,9.197257879,9.680530274,8.68586155,9.153137304,8.843851275,8.457716584,8.758687968,8.763711179,8.821763848,9.096437388,9.093204321,8.793618316,8.739878911,8.926599452,9.021593884,7.401547063,8.698843606,8.95037441,8.39827595,7.727074424,9.693340885,8.605352904,8.958656737,9.360982279,8.66723322,9.36274837,9.659437348,9.603131954,9.49933058,8.930179328,9.184173461,9.364438449,9.048638828,9.150098858,8.130698286,8.98772296,8.983882669,9.186402826,9.607436294,9.534564705,9.205787493,8.751933622,8.746716238,8.778345181,9.050854721,9.397838486,9.51792305,9.464005729
"HK1",8.355101982,7.851642432,8.613562648,8.639489182,8.969675393,8.909534582,8.349818181,8.105532162,8.853281485,7.599714188,8.201098603,8.5177215,8.161608205,7.867059802,9.050991378,8.244500811,8.086423852,8.877627842,8.580734781,8.670873351,8.210896784,8.769698521,8.122251548,8.644405175,8.416933619,8.693446441,9.486669143,9.405490281,7.785591084,8.843725863,7.591396353,7.74172515,7.821359222,8.114623279,8.09572616,8.14819909,8.265989861,8.370334364,10.31533451,8.704593157,9.220835301,7.144184703,8.927121554,8.423340883,7.719790782,7.80792155,8.138586385,8.110432814,8.511555962,8.421350897,8.717567901,8.978624947,8.237787993,8.874376906,8.375466609,8.506705827,8.710565072,8.116387979,8.001529724,8.462613936,7.563980726,8.226042099,8.430787334,8.45775908,8.088524574,8.514934468,8.066208709,8.683939783,9.222437192,8.66229523,8.224698968,8.431579832,8.832960854,9.047555315
"GNB1",8.213226171,7.073594723,8.480032633,8.779443673,8.673129001,8.55022916,7.57781446,8.541956137,7.935002154,8.083645376,8.986641171,8.367702223,8.480237701,7.798288918,8.121743398,8.55596828,7.728796683,8.455774355,9.362110386,9.052305194,8.252448875,8.706189192,8.426265553,8.515326433,9.05056644,8.897150846,8.999252993,9.082919953,7.875546017,8.967636142,8.025056813,8.563427774,8.140558775,8.350480557,7.822174432,8.271845587,7.977764114,8.366119946,8.201803894,8.772476759,8.253934972,7.045740752,8.13919625,8.664530341,8.396048968,6.731887485,8.186449496,7.96218199,8.058573778,8.449151795,8.209246447,8.660294684,8.705693752,9.789697426,8.639572292,7.726034052,7.282196212,8.507463561,7.890159088,8.034062881,6.87831515,8.242913244,8.141463991,8.371620604,8.775883971,8.86020781,8.113610697,9.074826979,8.156135094,9.269785687,8.83291177,9.134889759,9.068536615,9.112331379
"MLF2",8.025926134,7.664369308,8.201063954,8.350855159,8.057755517,9.009217901,8.977313504,8.605224621,8.134103525,8.110567031,8.324909927,8.293825979,8.12081457,9.041981681,8.434113694,8.627809368,7.88092105,8.407638843,9.165900025,8.587834439,8.779079375,8.784732527,8.900984808,9.305766194,9.212093441,8.581429761,8.695107277,9.046541233,9.607885162,9.896612604,9.474646071,9.364969745,8.942983391,9.227324286,9.13744959,9.082717983,9.436080672,8.559299167,9.158892783,8.943979609,9.327001723,7.326774731,8.474724137,9.274898593,9.452156053,8.391715793,8.056083483,8.310319656,7.647973002,8.181691997,7.972478429,8.142805338,8.400846009,7.795923123,7.975962218,8.295613121,7.280888794,8.346812335,7.709703782,8.239140869,6.921445751,8.781110909,8.899405151,8.850924477,8.665677763,8.956434731,8.733563992,8.922645455,8.716432762,8.880230066,8.338943552,8.568673929,9.204383937,8.674906415
"HNRNPA3",8.578253914,7.829967659,8.962345466,9.239976929,8.683648485,8.244044197,8.634780485,9.111312846,7.846204674,8.497535815,9.519859068,9.071381618,9.492681195,7.934047704,8.722751203,9.039606231,8.247260254,8.797124741,9.543166179,9.115208773,8.99754421,9.181057104,8.643221399,8.845935698,8.95934524,8.706504538,8.414922622,9.262640167,8.868151074,8.710004651,8.91998035,8.265095898,9.367308631,8.956560043,8.745648578,8.956840303,8.690504662,9.178805401,8.415532847,8.90919716,8.380132712,7.320786937,8.318233113,9.413959027,8.57352277,7.343408042,9.755662635,8.026316167,8.839087216,8.809968632,8.690118843,8.603160801,9.059378048,9.828655686,8.883439386,7.558498426,7.816180044,8.442883281,8.054007794,8.747557646,7.768060386,8.114853764,8.567928852,8.37358882,9.154470427,8.884579015,8.178980997,8.885758066,7.893796194,8.812594237,9.243127317,8.702372769,8.648892796,8.992069685
"SON",7.567499973,7.517423368,8.169196087,9.27103137,8.881181151,7.312870228,7.267602628,7.661572005,8.727629291,8.112462665,8.85440644,8.407395506,7.869409992,7.721005373,8.665882575,8.574519098,7.36003853,8.794631646,8.105714521,7.376556346,7.20947036,8.643323216,9.01864419,9.486066867,7.783421575,8.392181949,9.548727785,10.10008201,6.97546548,8.802116592,7.486290035,7.991462726,8.934504603,9.054124818,9.225708942,9.481058646,9.309506792,9.585584054,10.22411468,9.701241269,9.587825888,8.110671926,9.660834867,9.035640692,7.831286058,6.879046825,9.907340852,7.241856872,9.405464219,7.887232609,8.814339893,8.718240294,7.754360189,10.62785153,7.475447661,7.672594709,7.615592265,8.005669651,7.267724812,7.798784857,7.006223068,7.597560679,8.411754082,7.607804813,8.059656103,7.789075302,7.415245992,9.293750266,8.617606259,9.280208892,9.692590319,8.118734258,7.841354109,9.888547597
